Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
11	S6J2	and I could n't sleep because I felt sick anyway I found him he 'd basically the night when I	was sat	here having a drink with crazy horse and --ANONnameM he was texting me all that shit and I I got	and_CC I_PPIS1 could_VM n't_XX sleep_VVI because_CS I_PPIS1 felt_VVD sick_JJ anyway_RR I_PPIS1 found_VVD him_PPHO1 he_PPHS1 'd_VHD basically_RR the_AT night_NNT1 when_RRQ I_PPIS1	was_VBDZ sat_VVN	here_RL having_VHG a_AT1 drink_NN1 with_IW crazy_JJ horse_NN1 and_CC --ANONnameM_NP1 he_PPHS1 was_VBDZ texting_VVG me_PPIO1 all_DB that_DD1 shit_NN1 and_CC I_PPIS1 I_PPIS1 got_VVD	Friends eating dinner, chatting.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-03-14	1:09:22	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Men, health, food 	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=10	1885329	1885330
12	S7GJ	you are yeah then you 're even more on edge the people looking at you yeah mhm and that you	're standing	out like a sore thumb that 's why I came home early the other night standing round with you know	you_PPY are_VBR yeah_UH then_RT you_PPY 're_VBR even_RR more_DAR on_II edge_NN1 the_AT people_NN looking_VVG at_II you_PPY yeah_UH mhm_UH and_CC that_CST you_PPY	're_VBR standing_VVG	out_RP like_II a_AT1 sore_JJ thumb_NN1 that_DD1 's_VBZ why_RRQ I_PPIS1 came_VVD home_RL early_RR the_AT other_JJ night_NNT1 standing_VVG round_RP with_IW you_PPY know_VV0	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=11	2241356	2241357
13	S7GJ	had n't checked on the train ? I 'd been asleep he 'd obviously just not woken me up I	was sat	with my ticket in my hand so he must 've seen my ticket mm my train ticket and just gone	had_VHD n't_XX checked_VVN on_II the_AT train_NN1 ?_YQUE I_PPIS1 'd_VHD been_VBN asleep_JJ he_PPHS1 'd_VHD obviously_RR just_RR not_XX woken_VVN me_PPIO1 up_RP I_PPIS1	was_VBDZ sat_VVN	with_IW my_APPGE ticket_NN1 in_II my_APPGE hand_NN1 so_CS he_PPHS1 must_VM 've_VHI seen_VVN my_APPGE ticket_NN1 mm_UH my_APPGE train_NN1 ticket_NN1 and_CC just_RR gone_VVN	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=12	2264468	2264469
14	S7GJ	reflexes reflexes of a cat oh what was that ? oh did you just spill something ? where I 've	been sat	No oo I 've been sat with the pressure on my penis quite hard now my penis oh that 's	reflexes_NN2 reflexes_NN2 of_IO a_AT1 cat_NN1 oh_UH what_DDQ was_VBDZ that_DD1 ?_YQUE oh_UH did_VDD you_PPY just_RR spill_VVI something_PN1 ?_YQUE where_RRQ I_PPIS1 've_VH0	been_VBN sat_VVN	No_AT oo_UH I_PPIS1 've_VH0 been_VBN sat_VVN with_IW the_AT pressure_NN1 on_II my_APPGE penis_NN1 quite_RG hard_JJ now_RT my_APPGE penis_NN1 oh_UH that_DD1 's_VBZ	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=13	2273323	2273324
15	S7GJ	what was that ? oh did you just spill something ? where I 've been sat No oo I 've	been sat	with the pressure on my penis quite hard now my penis oh that 's a big shame huh it makes	what_DDQ was_VBDZ that_DD1 ?_YQUE oh_UH did_VDD you_PPY just_RR spill_VVI something_PN1 ?_YQUE where_RRQ I_PPIS1 've_VH0 been_VBN sat_VVN No_AT oo_UH I_PPIS1 've_VH0	been_VBN sat_VVN	with_IW the_AT pressure_NN1 on_II my_APPGE penis_NN1 quite_RG hard_JJ now_RT my_APPGE penis_NN1 oh_UH that_DD1 's_VBZ a_AT1 big_JJ shame_NN1 huh_UH it_PPH1 makes_VVZ	Friends cooking dinner, chatting	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-19	3:10:54	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Relationships, food	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=14	2273329	2273330
16	S7JG	? mm I du n no mm where are you doing ? well you ca n't see from where you	're sat	but I took my nail polish off the other day mm and left nail polish remover round the pad on	?_YQUE mm_UH I_PPIS1 du_VD0 n_XX no_VVI mm_UH where_RRQ are_VBR you_PPY doing_VDG ?_YQUE well_RR you_PPY ca_VM n't_XX see_VVI from_II where_RRQ you_PPY	're_VBR sat_VVN	but_CCB I_PPIS1 took_VVD my_APPGE nail_NN1 polish_NN1 off_II the_AT other_JJ day_NNT1 mm_UH and_CC left_JJ nail_NN1 polish_NN1 remover_NN1 round_II the_AT pad_NN1 on_II	Friends cooking and eating dinner, chatting, watching a movie	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-04-15	3:18:53	ANON’s home, Cambridge	2012 Q2	2012	Friends, wider family circle	Food, films, the military 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=15	2302420	2302421
17	S7JG	herb it needs a blending D' you want the blender ? oh yeah I 'll do it now while I	'm stood	actually the really nice quiet blender we have yeah oh that would be better come here what is occurring ?	herb_NN1 it_PPH1 needs_VVZ a_AT1 blending_NN1 D'_VD0 you_PPY want_VVI the_AT blender_NN1 ?_YQUE oh_UH yeah_UH I_PPIS1 'll_VM do_VDI it_PPH1 now_RT while_CS I_PPIS1	'm_VBM stood_VVN	actually_RR the_AT really_RR nice_JJ quiet_JJ blender_NN1 we_PPIS2 have_VH0 yeah_UH oh_UH that_DD1 would_VM be_VBI better_JJR come_VV0 here_RL what_DDQ is_VBZ occurring_VVG ?_YQUE	Friends cooking and eating dinner, chatting, watching a movie	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-04-15	3:18:53	ANON’s home, Cambridge	2012 Q2	2012	Friends, wider family circle	Food, films, the military 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=16	2314642	2314643
18	S7QE	the third one Derwent ? Derwent er Windermere and Ullswater mm mm mm cos coming I said --ANONnameM now will	be sat	on the settee thinking now when they come I 'll ask them about that question and say and he 'll	the_AT third_MD one_MC1 Derwent_NP1 ?_YQUE Derwent_NP1 er_UH Windermere_NP1 and_CC Ullswater_NP1 mm_UH mm_UH mm_UH cos_CS coming_VVG I_PPIS1 said_VVD --ANONnameM_NP1 now_RT will_VM	be_VBI sat_VVN	on_II the_AT settee_NN1 thinking_NN1 now_RT when_CS they_PPHS2 come_VV0 I_PPIS1 'll_VM ask_VVI them_PPHO2 about_II that_DD1 question_NN1 and_CC say_VV0 and_CC he_PPHS1 'll_VM	Grandparents visit	Discussing, Explaining, INquiring, Anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0251 S0252 S0368 S0369	4	2015-03-25	0:46:17	Sitting Room, Malton	2015 Q1	2015	Close family, partners, very close friends	Household matters	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=17	2453953	2453954
19	S7S2	we were n't getting pissed we --UNCLEARWORD we were drinking but we were n't really getting pissed like and we	were sat	at the top of the field and so we were facing this way and on your right-hand side is a	we_PPIS2 were_VBDR n't_XX getting_VVG pissed_JJ we_PPIS2 --UNCLEARWORD_FU we_PPIS2 were_VBDR drinking_VVG but_CCB we_PPIS2 were_VBDR n't_XX really_RR getting_VVG pissed_JJ like_RR and_CC we_PPIS2	were_VBDR sat_VVN	at_II the_AT top_NN1 of_IO the_AT field_NN1 and_CC so_RR we_PPIS2 were_VBDR facing_VVG this_DD1 way_NN1 and_CC on_II your_APPGE right-hand_JJ side_NN1 is_VBZ a_AT1	Friends chatting about general stuff	Discussing, explaining, inquiring	Revised	Texts within Sample release	S0202 S0208	2	2014-09-09	0:23:40	France	2014 Q3	2014	Close family, partners, very close friends	Sport, uni, work, bands	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=18	2501777	2501778
20	S7SU	really fucked because I do n't know them I know --ANONnameM I speak to --ANONnameM a lot hmm and he	was sat	with them which is the link between m- me and him via someone else and I said I passed --ANONnameM	really_RR fucked_VVN because_CS I_PPIS1 do_VD0 n't_XX know_VVI them_PPHO2 I_PPIS1 know_VV0 --ANONnameM_NP1 I_PPIS1 speak_VV0 to_II --ANONnameM_NP1 a_RR21 lot_RR22 hmm_UH and_CC he_PPHS1	was_VBDZ sat_VVN	with_IW them_PPHO2 which_DDQ is_VBZ the_AT link_NN1 between_II m-_FU me_PPIO1 and_CC him_PPHO1 via_II someone_PN1 else_RR and_CC I_PPIS1 said_VVD I_PPIS1 passed_VVD --ANONnameM_NP1	Friends eating dinner, chatting.	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0084	3	2012-03-04	2:04:38	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Food, relationships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=19	2525679	2525680
21	S8PT	at this one this guy and he thought er he thought he was a member of parliament oh so he	was standing	as you as --UNCLEARWORD Ed Miliband when Ed Miliband clearly wanted loud seems to be having like debates with him	at_II this_DD1 one_PN1 this_DD1 guy_NN1 and_CC he_PPHS1 thought_VVD er_UH he_PPHS1 thought_VVD he_PPHS1 was_VBDZ a_AT1 member_NN1 of_IO parliament_NN1 oh_UH so_RR he_PPHS1	was_VBDZ standing_VVG	as_II you_PPY as_CSA --UNCLEARWORD_FU Ed_NP1 Miliband_NP1 when_CS Ed_NP1 Miliband_NP1 clearly_RR wanted_VVD loud_RR seems_VVZ to_TO be_VBI having_VHG like_II debates_NN2 with_IW him_PPHO1	Friends chatting about general stuff	Discussing, explaining, complaining, advising 	Revised	Texts not in Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	0:51:54	[unknown]	2014 Q3	2014	Close family, partners, very close friends	Shopping, what we are wearing, heels drinking, night out	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=20	2877712	2877713
22	S8PT	convinced that there 's been three sat in her chairs and she was like there 's this fat man he	was sat	there and there 'd been no one in the house oh my god but she was convinced like hundred percent	convinced_JJ that_CST there_EX 's_VHZ been_VBN three_MC sat_VVD in_II her_APPGE chairs_NN2 and_CC she_PPHS1 was_VBDZ like_RR there_EX 's_VBZ this_DD1 fat_JJ man_NN1 he_PPHS1	was_VBDZ sat_VVN	there_RL and_CC there_EX 'd_VHD been_VBN no_PN121 one_PN122 in_II the_AT house_NN1 oh_UH my_APPGE god_NN1 but_CCB she_PPHS1 was_VBDZ convinced_JJ like_II hundred_NNO percent_NNU	Friends chatting about general stuff	Discussing, explaining, complaining, advising 	Revised	Texts not in Sample release	S0202 S0204 S0205 S0206 S0207	5	2014-08-21	0:51:54	[unknown]	2014 Q3	2014	Close family, partners, very close friends	Shopping, what we are wearing, heels drinking, night out	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=21	2877889	2877890
23	S8S2	never respond oh come off it do you know how many fucking questions I 've asked you while you 've	been sat	there that you have n't responded too ? it must be at least ten shut up in half an hour	never_RR respond_VV0 oh_UH come_VV0 off_RP it_PPH1 do_VD0 you_PPY know_VVI how_RGQ many_DA2 fucking_JJ questions_NN2 I_PPIS1 've_VH0 asked_VVN you_PPY while_CS you_PPY 've_VH0	been_VBN sat_VVN	there_RL that_CST you_PPY have_VH0 n't_XX responded_VVN too_RR ?_YQUE it_PPH1 must_VM be_VBI at_RR21 least_RR22 ten_MC shut_VV0 up_RP in_II half_DB an_AT1 hour_NNT1	Chilling with my boyfriend	Discussing, explaining, inquiring, complaining	Revised	Texts not in Sample release	S0202 S0218	2	2014-10-03	0:22:56	Home, Leeds	2014 Q4	2014	Close family, partners, very close friends	Celebrities, porn, daily activities	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=22	2942833	2942834
24	S8X7	n't know that you know just did n't was n't thinking properly can have so much of an impact and	was sitting	here thinking of you know when you have a problem you always think there is a way round his there	n't_XX know_VVI that_DD1 you_PPY know_VV0 just_RR did_VDD n't_XX was_VBDZ n't_XX thinking_VVG properly_RR can_VM have_VHI so_RG much_DA1 of_IO an_AT1 impact_NN1 and_CC	was_VBDZ sitting_VVG	here_RL thinking_NN1 of_IO you_PPY know_VV0 when_RRQ you_PPY have_VH0 a_AT1 problem_NN1 you_PPY always_RR think_VV0 there_EX is_VBZ a_AT1 way_NN1 round_II his_APPGE there_EX	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=23	2978162	2978163
25	S8X7	think there is a way round his there is a way I 've just got to find it and I	was sat	thinking there is n't one there 's actually nothing I can do --UNCLEARWORD at this point this and it 's	think_VV0 there_EX is_VBZ a_AT1 way_NN1 round_II his_APPGE there_EX is_VBZ a_AT1 way_NN1 I_PPIS1 've_VH0 just_RR got_VVN to_TO find_VVI it_PPH1 and_CC I_PPIS1	was_VBDZ sat_VVN	thinking_VVG there_EX is_VBZ n't_XX one_PN1 there_EX 's_VBZ actually_RR nothing_PN1 I_PPIS1 can_VM do_VDI --UNCLEARWORD_FU at_II this_DD1 point_NN1 this_DD1 and_CC it_PPH1 's_VBZ	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=24	2978196	2978197
26	S8X7	to get it into the park I want to see how my washing got very damaged one of the lads	was stood	at the back of the park chasing it in because if it was a double team chest in it was	to_TO get_VVI it_PPH1 into_II the_AT park_NN1 I_PPIS1 want_VV0 to_TO see_VVI how_RRQ my_APPGE washing_NN1 got_VVD very_RG damaged_JJ one_MC1 of_IO the_AT lads_NN2	was_VBDZ stood_VVN	at_II the_AT back_NN1 of_IO the_AT park_NN1 chasing_VVG it_PPH1 in_RP because_CS if_CS it_PPH1 was_VBDZ a_AT1 double_JJ team_NN1 chest_NN1 in_II it_PPH1 was_VBDZ	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=25	2980362	2980363
27	S8X7	what 's mental ? I was saying to these earlier right when I went to see the navy person I	'm sat	in the office and I 'm always the only girl there so I was looking out the window there 's	what_DDQ 's_VBZ mental_JJ ?_YQUE I_PPIS1 was_VBDZ saying_VVG to_II these_DD2 earlier_JJR right_RR when_CS I_PPIS1 went_VVD to_TO see_VVI the_AT navy_NN1 person_NN1 I_PPIS1	'm_VBM sat_VVN	in_II the_AT office_NN1 and_CC I_PPIS1 'm_VBM always_RR the_AT only_JJ girl_NN1 there_RL so_RR I_PPIS1 was_VBDZ looking_VVG out_RP the_AT window_NN1 there_EX 's_VBZ	Friends chatting in the kitchen	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086	3	2012-03-25	1:46:16	ANON’s home, Cambridge	2012 Q1	2012	Friends, wider family circle	Injuries, tattoos, friendships	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oh&batch=26	2982340	2982341
