Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
11	SJ2E	yeah but you 're sitting down and I think you climb up and then you shoot down and if you	're not sitting	very near to the front your stomach really starts to go flip oh I would n't like that at all	yeah_UH but_CCB you_PPY 're_VBR sitting_VVG down_RP and_CC I_PPIS1 think_VV0 you_PPY climb_VV0 up_RP and_CC then_RT you_PPY shoot_VV0 down_RP and_CC if_CS you_PPY	're_VBR not_XX sitting_VVG	very_RG near_JJ to_II the_AT front_NN1 your_APPGE stomach_NN1 really_RR starts_VVZ to_TO go_VVI flip_NN1 oh_UH I_PPIS1 would_VM n't_XX like_VVI that_DD1 at_RR21 all_RR22	Family talking about school assembly and day trips out	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0653 S0654 S0655	3	2016-01-12	0:20:53	Home kitchen, Comberton	2016 Q1	2016	Close family, partners, very close friends	Gingerbread, Assembly, day trips out, tap dancing	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=10	5987035	5987037
12	SJB4	it was really necessary to put the shape of the country on here I mean I hope --ANONnameF and --ANONnameM	are n't sitting	outside does n't really help that much I do n't not really I do n't look at the shape and	it_PPH1 was_VBDZ really_RR necessary_JJ to_TO put_VVI the_AT shape_NN1 of_IO the_AT country_NN1 on_II here_RL I_PPIS1 mean_VV0 I_PPIS1 hope_VV0 --ANONnameF_NP1 and_CC --ANONnameM_NP1	are_VBR n't_XX sitting_VVG	outside_RL does_VDZ n't_XX really_RR help_VVI that_RG much_DA1 I_PPIS1 do_VD0 n't_XX not_XX really_RR I_PPIS1 do_VD0 n't_XX look_VVI at_II the_AT shape_NN1 and_CC	Playing a lengthy game of Risk	Discussing, explaining, inquiring, complaining, requesting, announcing, telling jokes	Revised	Texts not in Sample release	S0192 S0197 S0199	3	2014-09-27	3:31:46	In my mother's house in Bedford	2014 Q3	2014	Close family, partners, very close friends	ANON's parties, Risk, maps, recording, instructions, glasses, smells, playing the game, chocolate, music, alcohol, update versions, luck, place name mispronunciation, Genghis Khan, Christmas, children's skills, being young, having children, abortion, ethics, pregnancy tests, faith in doctors, Chinese medicine, sex, having your own child, child policy & sterilization, meeting people, happiness, Aaron	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=11	6084801	6084803
13	SJE3	but but I thought he was gon na he was gon na do it when we 're there cos I	'm not standing	with him no that 's true yeah so I do n't really want to ask anyone else I mean do	but_CCB but_CCB I_PPIS1 thought_VVD he_PPHS1 was_VBDZ gon_VVGK na_TO he_PPHS1 was_VBDZ gon_VVGK na_TO do_VDI it_PPH1 when_CS we_PPIS2 're_VBR there_RL cos_CS I_PPIS1	'm_VBM not_XX standing_VVG	with_IW him_PPHO1 no_UH that_DD1 's_VBZ true_JJ yeah_UH so_RR I_PPIS1 do_VD0 n't_XX really_RR want_VVI to_TO ask_VVI anyone_PN1 else_RR I_PPIS1 mean_VV0 do_VD0	Mother and daughter catching up over coffee.	Discussing, explaining, inquiring, complaining, announcing, making arrangements	Revised	Texts not in Sample release	S0525 S0615	2	2016-03-14	0:54:51	ANONs home, Sutton Coldfield	2016 Q1	2016	Close family, partners, very close friends	Holidays, new job, Easter cakes, family, Christening	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=12	6141854	6141856
14	SJLT	think she 's set the par now I did explain to her that now for every birthday even if I	'm not sat	at the desk next to her she 's going to have to send me a cake yeah on er on	think_VV0 she_PPHS1 's_VHZ set_VVN the_AT par_NN1 now_RT I_PPIS1 did_VDD explain_VVI to_II her_PPHO1 that_DD1 now_RT for_IF every_AT1 birthday_NN1 even_CS21 if_CS22 I_PPIS1	'm_VBM not_XX sat_VVN	at_II the_AT desk_NN1 next_II21 to_II22 her_PPHO1 she_PPHS1 's_VBZ going_VVGK to_TO have_VHI to_TO send_VVI me_PPIO1 a_AT1 cake_NN1 yeah_UH on_II er_UH on_II	Friends cooking and eating dinner, chatting, watching a movie	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0084	2	2012-04-25	1:14:54	ANON’s home, Cambridge	2012 Q2	2012	Friends, wider family circle		T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=13	6227410	6227412
15	SK7X	one ? no it 's not Cross Talk no he was quite intense and he was always you know he	was n't sitting	there all calm and collective like I do n't know like a David Dimbleby kind of character he was he	one_PN1 ?_YQUE no_UH it_PPH1 's_VBZ not_XX Cross_JJ Talk_NN1 no_UH he_PPHS1 was_VBDZ quite_RG intense_JJ and_CC he_PPHS1 was_VBDZ always_RR you_PPY know_VV0 he_PPHS1	was_VBDZ n't_XX sitting_VVG	there_RL all_DB calm_JJ and_CC collective_JJ like_RR I_PPIS1 do_VD0 n't_XX know_VVI like_II a_AT1 David_NP1 Dimbleby_NP1 kind_NN1 of_IO character_NN1 he_PPHS1 was_VBDZ he_PPHS1	Couple chat and cook.	Discussing, explaining	Original	Texts within Sample release	S0024 S0144	2	2012-03-14	0:15:17	ANON's parents' house, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Cooking, kids, Walmart, oil	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=14	6435553	6435555
16	SLTU	drive I could have no exactly yeah I do n't think I made completely good use of it but I	was n't sitting	around well no the thing is you were making use of it and to some extent you 'd finished your	drive_VVI I_PPIS1 could_VM have_VHI no_AT exactly_RR yeah_UH I_PPIS1 do_VD0 n't_XX think_VVI I_PPIS1 made_VVD completely_RR good_JJ use_NN1 of_IO it_PPH1 but_CCB I_PPIS1	was_VBDZ n't_XX sitting_VVG	around_RP well_RR no_AT the_AT thing_NN1 is_VBZ you_PPY were_VBDR making_VVG use_NN1 of_IO it_PPH1 and_CC to_II some_DD extent_NN1 you_PPY 'd_VHD finished_VVN your_APPGE		Discussing, explaining, inquiring, complaining, anecdote telling	Original	Texts within Sample release	S0058 S0179	2	2012-03-24	1:03:36	ANON's car	2012 Q1	2012	Close family, partners, very close friends	Jobs, education	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=15	7015320	7015322
17	SM88	she ? right well I 'm not saying any- anything you do n't know they ai n't told you I	was n't sitting	in the room shall we put that away ? mm ? I can --UNCLEARWORD I 'll er I 'll put	she_PPHS1 ?_YQUE right_RR well_RR I_PPIS1 'm_VBM not_XX saying_VVG any-_FU anything_PN1 you_PPY do_VD0 n't_XX know_VVI they_PPHS2 ai_FU n't_XX told_VVN you_PPY I_PPIS1	was_VBDZ n't_XX sitting_VVG	in_II the_AT room_NN1 shall_VM we_PPIS2 put_VVI that_DD1 away_RL ?_YQUE mm_UH ?_YQUE I_PPIS1 can_VM --UNCLEARWORD_FU I_PPIS1 'll_VM er_UH I_PPIS1 'll_VM put_VVI	Pizza and chocolate roulade	Discussing, explaining, Anecdote telling	Revised	Texts not in Sample release	S0012 S0013 S0152 S0153 S0154	5	2015-05-29	1:58:02	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Exam results, driving lessons, tweeting photos, food, stories, parents' evening, sport, careers, school, play fights, TV, shopping, hair, football, pressure points	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=16	7075474	7075476
18	SMW8	what I just thought but yeah we 'll do it another time yeah I 'm not when I 'm I	'm not sitting	here hankering and thinking well I was promised no that 's what I 've just suddenly thought if it if	what_DDQ I_PPIS1 just_RR thought_VVD but_CCB yeah_UH we_PPIS2 'll_VM do_VDI it_PPH1 another_DD1 time_NNT1 yeah_UH I_PPIS1 'm_VBM not_XX when_CS I_PPIS1 'm_VBM I_PPIS1	'm_VBM not_XX sitting_VVG	here_RL hankering_NN1 and_CC thinking_VVG well_RR I_PPIS1 was_VBDZ promised_VVN no_UH that_DD1 's_VBZ what_DDQ I_PPIS1 've_VH0 just_RR suddenly_RR thought_VVN if_CS it_PPH1 if_CS	socialising with daughter and good friends	Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0255 S0256 S0260 S0316	4	2014-10-08	2:55:51	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Musical instruments, languages, ice skating, food, cooking, recipes, hospital/operations, work, relationships, dating, passports, citizenship, books, films, philosophy, TV programmes, motorbikes, travelling, wishes, rheumatism, ageing, technology, shopping, hearing aids, tax codes, working hours and overtime, weather (temperature), silly accidents.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=17	7384733	7384735
19	SNMZ	minute and five well put it on when we 're doing erm Uno --UNCLEARWORD yeah I could do actually I'	'm not sitting	in here on my own come through then through get there eventually oh no that one stays here does anyone	minute_NNT1 and_CC five_MC well_RR put_VV0 it_PPH1 on_RP when_CS we_PPIS2 're_VBR doing_VDG erm_UH Uno_NP1 --UNCLEARWORD_FU yeah_UH I_PPIS1 could_VM do_VDI actually_RR I'_NP1	'm_VBM not_XX sitting_VVG	in_II here_RL on_II my_APPGE own_DA come_VV0 through_RP then_RT through_II get_VV0 there_RL eventually_RR oh_UH no_UH that_DD1 one_PN1 stays_VVZ here_RL does_VDZ anyone_PN1	Family talking about various categories of life and day-to-day matters.	Discussing, explaining, inquiring, requesting, anecdote telling	Revised	Texts not in Sample release	S0543 S0561 S0563 S0564 S0565 S0566	6	2015-12-30	1:05:20	In a village, in ANON’s house.	2015 Q4	2015	Close family, partners, very close friends	Animals, TV, words, films, games, food, day-to-day matters, shopping, accents, family, past events, work/future.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=18	7755036	7755038
20	STNE	to her and she end just she ends up just like having a go at me and saying like you	're not sitting	sit on your in your room --UNCLEARWORD basically --UNCLEARWORD yeah erm like does she just like ring and then ask	to_II her_PPHO1 and_CC she_PPHS1 end_VV0 just_RR she_PPHS1 ends_VVZ up_RP just_RR like_II having_VHG a_AT1 go_NN1 at_II me_PPIO1 and_CC saying_VVG like_II you_PPY	're_VBR not_XX sitting_VVG	sit_VV0 on_II your_APPGE in_II your_APPGE room_NN1 --UNCLEARWORD_FU basically_RR --UNCLEARWORD_FU yeah_UH erm_UH like_RR does_VDZ she_PPHS1 just_RR like_VVI ring_NN1 and_CC then_RT ask_VV0	Flatmates talking about life at university	Discussing, inquiring, advising,	Revised	Texts not in Sample release	S0529 S0530 S0531	3	2015-11-18	1:00:04	ANON’s bedroom in university halls, Lancaster University, then moves to kitchen, then back to bedroom	2015 Q4	2015	Close family, partners, very close friends	Illness, tiredness, previous nights events (trip to hospital due to hurting arm), boys, university life	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=19	9115273	9115275
21	STNX	really tiny we need your fast hands yeah I missed him fast drumming hands get these mosquitos they 're they	're not sitting	on the walls either are they ? cos the big ones it 's the big ones that sit on the	really_RR tiny_JJ we_PPIS2 need_VV0 your_APPGE fast_JJ hands_NN2 yeah_UH I_PPIS1 missed_VVD him_PPHO1 fast_JJ drumming_NN1 hands_NN2 get_VV0 these_DD2 mosquitos_NN2 they_PPHS2 're_VBR they_PPHS2	're_VBR not_XX sitting_VVG	on_II the_AT walls_NN2 either_RR are_VBR they_PPHS2 ?_YQUE cos_CS the_AT big_JJ ones_NN2 it_PPH1 's_VBZ the_AT big_JJ ones_NN2 that_CST sit_VV0 on_II the_AT	Couple chat about friends	Discussing, explaining	Revised	Texts within Sample release	S0024 S0144	2	2014-09-16	0:35:36	Speakers' home	2014 Q3	2014	Close family, partners, very close friends	Babies, teaching, friends	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=20	9124955	9124957
22	STW7	sit but just be careful but just do n't stand on the lead have that as a new rule I	'm not standing	on the lead you 're you 're just not being careful enough well you just stood on it I did	sit_VV0 but_CCB just_RR be_VBI careful_JJ but_CCB just_RR do_VD0 n't_XX stand_VVI on_II the_AT lead_NN1 have_VH0 that_DD1 as_II a_AT1 new_JJ rule_NN1 I_PPIS1	'm_VBM not_XX standing_VVG	on_II the_AT lead_NN1 you_PPY 're_VBR you_PPY 're_VBR just_RR not_XX being_VBG careful_JJ enough_RR well_RR you_PPY just_RR stood_VVD on_II it_PPH1 I_PPIS1 did_VDD	Cooking evening meal.	Discussing, making arrangements	Revised	Texts not in Sample release	S0588 S0589	2	2016-02-04	1:00:01	ANON’s home, London	2016 Q1	2016	Close family, partners, very close friends	Cooking, perfume, accents, flowers, friends on Facebook, fireplace	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=21	9181103	9181105
23	SV2N	but it is w- w- what we used to call the assize courts are but the difference now is it	's not sitting	at intervals they sit all the time hm hm because I think that 's probably a bit of an out	but_CCB it_PPH1 is_VBZ w-_FU w-_FU what_DDQ we_PPIS2 used_VMK to_TO call_VVI the_AT assize_NN1 courts_NN2 are_VBR but_CCB the_AT difference_NN1 now_RT is_VBZ it_PPH1	's_VBZ not_XX sitting_VVG	at_II intervals_NN2 they_PPHS2 sit_VV0 all_DB the_AT time_NNT1 hm_UH hm_UH because_CS I_PPIS1 think_VV0 that_DD1 's_VBZ probably_RR a_AT1 bit_NN1 of_IO an_AT1 out_JJ31	Mother and daughter having tea together.	Discussing, explaining, inquiring, complaining	Original	Texts within Sample release	S0018 S0019	2	2012-03-21	1:00:56	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Food and drink, neighbours, work, money, crime, mobile phones	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=22	9701258	9701260
24	SVP4	opinions on things yeah so well good answer I think or you can think about what your dream is I	'm not sitting	here for an hour you do n't have to sit here for an hour you can think of what your	opinions_NN2 on_II things_NN2 yeah_UH so_RR well_RR good_JJ answer_NN1 I_PPIS1 think_VV0 or_CC you_PPY can_VM think_VVI about_II what_DDQ your_APPGE dream_NN1 is_VBZ I_PPIS1	'm_VBM not_XX sitting_VVG	here_RL for_IF an_AT1 hour_NNT1 you_PPY do_VD0 n't_XX have_VHI to_TO sit_VVI here_RL for_IF an_AT1 hour_NNT1 you_PPY can_VM think_VVI of_IO what_DDQ your_APPGE	Family chatting about teenage boys lives.	Discussing, explaining, anecdote telling, 	Revised	Texts not in Sample release	S0517 S0570 S0571 S0572	4	2016-05-06	0:53:00	Family home, Fradley, Lichfield	2016 Q2	2016	Close family, partners, very close friends	Gap year, tennis, football.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=23	10083555	10083557
25	SXLD	standing again this time do you think ? yes and she is a young woman yeah because --ANONnameN for us	is n't standing	is she ? no well I think they 've actually kicked her out have n't they ? they have yeah	standing_VVG again_RT this_DD1 time_NNT1 do_VD0 you_PPY think_VVI ?_YQUE yes_UH and_CC she_PPHS1 is_VBZ a_AT1 young_JJ woman_NN1 yeah_UH because_CS --ANONnameN_NP1 for_IF us_PPIO2	is_VBZ n't_XX standing_VVG	is_VBZ she_PPHS1 ?_YQUE no_UH well_RR I_PPIS1 think_VV0 they_PPHS2 've_VH0 actually_RR kicked_VVN her_PPHO1 out_RP have_VH0 n't_XX they_PPHS2 ?_YQUE they_PPHS2 have_VH0 yeah_UH	Grandson’s visit to grandma’s  house	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0392 S0398	2	2015-04-03	0:14:12	Speaker's home	2015 Q2	2015	Close family, partners, very close friends	politics	T19	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062ok&batch=24	10747109	10747111
