Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
11	S457	though when we do n't answer it do you not reckon that 's something you do n't answer it you	're stood	right by it and you do n't pick it up I 'm eating my dinner no but when you 're	though_RR when_CS we_PPIS2 do_VD0 n't_XX answer_VVI it_PPH1 do_VD0 you_PPY not_XX reckon_VVI that_DD1 's_VBZ something_PN1 you_PPY do_VD0 n't_XX answer_VVI it_PPH1 you_PPY	're_VBR stood_VVN	right_RR by_II it_PPH1 and_CC you_PPY do_VD0 n't_XX pick_VVI it_PPH1 up_RP I_PPIS1 'm_VBM eating_VVG my_APPGE dinner_NN1 no_UH but_CCB when_CS you_PPY 're_VBR	Family chatting about their day at evening meal	Discussing, explaining, Inquiring, complaining, requestion, anecdote telling	Revised	Texts not in Sample release	S0525 S0614 S0617	3	2016-02-26	1:00:59	ANON’s home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Family, work, events of the day	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=10	924640	924641
12	S457	stood right by it and you do n't pick it up I 'm eating my dinner no but when you	're stood	by it you do n't answer it I 'm not answering it in the day she can forget it she	stood_VVN right_RR by_II it_PPH1 and_CC you_PPY do_VD0 n't_XX pick_VVI it_PPH1 up_RP I_PPIS1 'm_VBM eating_VVG my_APPGE dinner_NN1 no_UH but_CCB when_CS you_PPY	're_VBR stood_VVN	by_II it_PPH1 you_PPY do_VD0 n't_XX answer_VVI it_PPH1 I_PPIS1 'm_VBM not_XX answering_VVG it_PPH1 in_II the_AT day_NNT1 she_PPHS1 can_VM forget_VVI it_PPH1 she_PPHS1	Family chatting about their day at evening meal	Discussing, explaining, Inquiring, complaining, requestion, anecdote telling	Revised	Texts not in Sample release	S0525 S0614 S0617	3	2016-02-26	1:00:59	ANON’s home, Lichfield	2016 Q1	2016	Close family, partners, very close friends	Family, work, events of the day	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=11	924661	924662
13	S4TV	was centre defensive mid ? was no central defensive mi- yes who ? --ANONnameM --ANONnameM me ? oh I 've	been sitting	thinking about that no that 's what you no that 's what you I worked that out so pleased with	was_VBDZ centre_NN1 defensive_JJ mid_JJ ?_YQUE was_VBDZ no_UH central_JJ defensive_JJ mi-_FU yes_UH who_PNQS ?_YQUE --ANONnameM_NP1 --ANONnameM_NP1 me_PPIO1 ?_YQUE oh_UH I_PPIS1 've_VH0	been_VBN sitting_VVG	thinking_VVG about_II that_DD1 no_UH that_DD1 's_VBZ what_DDQ you_PPY no_UH that_DD1 's_VBZ what_DDQ you_PPY I_PPIS1 worked_VVD that_DD1 out_RP so_RR pleased_JJ with_IW	Chatting during a family meal.	Discussing, explaining, inquiring, anecdote telling	Revised	Texts not in Sample release	S0517 S0570 S0571 S0572	4	2016-06-24	2:42:00	Family home, Fradley, Lichfield	2016 Q2	2016	Close family, partners, very close friends	school, tennis, football, tennis coaching, referendum, apprenticeships and future plans, investing in a business	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=12	1141535	1141536
14	S4TV	said that to me today --ANONnameM and --ANONnameM who did ? said he said that to me yesterday when we	were sat	there he was like --ANONnameM I 'm doing this I 'm telling you this in your best interest for tennis	said_VVD that_CST to_II me_PPIO1 today_RT --ANONnameM_NP1 and_CC --ANONnameM_NP1 who_PNQS did_VDD ?_YQUE said_VVD he_PPHS1 said_VVD that_CST to_II me_PPIO1 yesterday_RT when_CS we_PPIS2	were_VBDR sat_VVN	there_RL he_PPHS1 was_VBDZ like_II --ANONnameM_NP1 I_PPIS1 'm_VBM doing_VDG this_DD1 I_PPIS1 'm_VBM telling_VVG you_PPY this_DD1 in_II your_APPGE best_JJT interest_NN1 for_IF tennis_NN1	Chatting during a family meal.	Discussing, explaining, inquiring, anecdote telling	Revised	Texts not in Sample release	S0517 S0570 S0571 S0572	4	2016-06-24	2:42:00	Family home, Fradley, Lichfield	2016 Q2	2016	Close family, partners, very close friends	school, tennis, football, tennis coaching, referendum, apprenticeships and future plans, investing in a business	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=13	1152441	1152442
15	S575	they one guy was in on a suspended sentence he 'd breached his order three times God and there they	were standing	up there saying oh well he 's doing this course and he might get a job at the end of	they_PPHS2 one_MC1 guy_NN1 was_VBDZ in_RP on_II a_AT1 suspended_JJ sentence_NN1 he_PPHS1 'd_VHD breached_VVN his_APPGE order_NN1 three_MC times_NNT2 God_NP1 and_CC there_RL they_PPHS2	were_VBDR standing_VVG	up_RP there_RL saying_VVG oh_UH well_RR he_PPHS1 's_VBZ doing_VDG this_DD1 course_NN1 and_CC he_PPHS1 might_VM get_VVI a_AT1 job_NN1 at_II the_AT end_NN1 of_IO	Family catching up and chatting about money.	Discussing, explaining, complaining, advising, making arrangements	Original	Texts within Sample release	S0017 S0018 S0019	3	2012-03-16	0:58:25	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Wildlife, justice system/police, supermarket prices, money/banking, climate/weather, mobile phone providers, pets, customer service, complaints, health, making plans, family	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=14	1285870	1285871
16	S575	? when I 'm driving at about fifteen miles an hour and able to talk to your mother assuming she	's sitting	next to me in the car does help does help no it 's considerably easier when we 're in the	?_YQUE when_CS I_PPIS1 'm_VBM driving_VVG at_II about_RG fifteen_MC miles_NNU2 an_AT1 hour_NNT1 and_CC able_JK to_TO talk_VVI to_II your_APPGE mother_NN1 assuming_VVG she_PPHS1	's_VBZ sitting_VVG	next_II21 to_II22 me_PPIO1 in_II the_AT car_NN1 does_VDZ help_VVI does_VDZ help_VVI no_UH it_PPH1 's_VBZ considerably_RR easier_JJR when_CS we_PPIS2 're_VBR in_II the_AT	Family catching up and chatting about money.	Discussing, explaining, complaining, advising, making arrangements	Original	Texts within Sample release	S0017 S0018 S0019	3	2012-03-16	0:58:25	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Wildlife, justice system/police, supermarket prices, money/banking, climate/weather, mobile phone providers, pets, customer service, complaints, health, making plans, family	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=15	1292819	1292820
17	S575	and that 's very hard work but we ha- you have n't had to it 's much easier while we	're sat	here you have n't had to I 've been aware of everything you say yes because you know there 's	and_CC that_DD1 's_VBZ very_RG hard_JJ work_NN1 but_CCB we_PPIS2 ha-_FU you_PPY have_VH0 n't_XX had_VHN to_TO it_PPH1 's_VBZ much_RR easier_RRR while_CS we_PPIS2	're_VBR sat_VVN	here_RL you_PPY have_VH0 n't_XX had_VHN to_TO I_PPIS1 've_VH0 been_VBN aware_JJ of_IO everything_PN1 you_PPY say_VV0 yes_UH because_CS you_PPY know_VV0 there_EX 's_VBZ	Family catching up and chatting about money.	Discussing, explaining, complaining, advising, making arrangements	Original	Texts within Sample release	S0017 S0018 S0019	3	2012-03-16	0:58:25	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Wildlife, justice system/police, supermarket prices, money/banking, climate/weather, mobile phone providers, pets, customer service, complaints, health, making plans, family	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=16	1292898	1292899
18	S59W	on lunch time duty outside this lad got upset because he got hit by the ball by the football he	was standing	behind the goals talking oh right and he got hit three times and the third time he picked the ball	on_II lunch_NN1 time_NNT1 duty_NN1 outside_II this_DD1 lad_NN1 got_VVN upset_JJ because_CS he_PPHS1 got_VVD hit_VVN by_II the_AT ball_NN1 by_II the_AT football_NN1 he_PPHS1	was_VBDZ standing_VVG	behind_II the_AT goals_NN2 talking_VVG oh_UH right_RR and_CC he_PPHS1 got_VVD hit_VVN three_MC times_NNT2 and_CC the_AT third_MD time_NNT1 he_PPHS1 picked_VVD the_AT ball_NN1	Just come round!	Discussing, Explaining, Complaining, Making arrangements	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-05-13	0:59:11	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Football, application form, problem children, baby birds in nest, cockerel, birthdays, 3D printing, houses, shabby workmanship, not sleeping	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=17	1310159	1310160
19	S59W	he ? so I pulled him over he says he 's aiming at me oh and I just went you	are standing	in the goal area talking you 're standing behind the goal area people are playing football they 're going to	he_PPHS1 ?_YQUE so_RR I_PPIS1 pulled_VVD him_PPHO1 over_RP he_PPHS1 says_VVZ he_PPHS1 's_VBZ aiming_VVG at_II me_PPIO1 oh_UH and_CC I_PPIS1 just_RR went_VVD you_PPY	are_VBR standing_VVG	in_II the_AT goal_NN1 area_NN1 talking_VVG you_PPY 're_VBR standing_VVG behind_II the_AT goal_NN1 area_NN1 people_NN are_VBR playing_VVG football_NN1 they_PPHS2 're_VBR going_VVGK to_TO	Just come round!	Discussing, Explaining, Complaining, Making arrangements	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-05-13	0:59:11	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Football, application form, problem children, baby birds in nest, cockerel, birthdays, 3D printing, houses, shabby workmanship, not sleeping	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=18	1310215	1310216
20	S59W	says he 's aiming at me oh and I just went you are standing in the goal area talking you	're standing	behind the goal area people are playing football they 're going to kick and it 's going to go in	says_VVZ he_PPHS1 's_VBZ aiming_VVG at_II me_PPIO1 oh_UH and_CC I_PPIS1 just_RR went_VVD you_PPY are_VBR standing_VVG in_II the_AT goal_NN1 area_NN1 talking_VVG you_PPY	're_VBR standing_VVG	behind_II the_AT goal_NN1 area_NN1 people_NN are_VBR playing_VVG football_NN1 they_PPHS2 're_VBR going_VVGK to_TO kick_VVI and_CC it_PPH1 's_VBZ going_VVGK to_TO go_VVI in_RP	Just come round!	Discussing, Explaining, Complaining, Making arrangements	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-05-13	0:59:11	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Football, application form, problem children, baby birds in nest, cockerel, birthdays, 3D printing, houses, shabby workmanship, not sleeping	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=19	1310223	1310224
21	S5PF	came and it is the loudest alarm you 're ever seen but I bet no police came the whole street	was stood	outside the house really ? fuck it was like well we 're not going to let this thing run for	came_VVD and_CC it_PPH1 is_VBZ the_AT loudest_JJT alarm_NN1 you_PPY 're_VBR ever_RR seen_VVN but_CCB I_PPIS1 bet_VV0 no_AT police_NN2 came_VVD the_AT whole_JJ street_NN1	was_VBDZ stood_VVN	outside_II the_AT house_NN1 really_RR ?_YQUE fuck_VV0 it_PPH1 was_VBDZ like_RR well_JJ we_PPIS2 're_VBR not_XX going_VVGK to_TO let_VVI this_DD1 thing_NN1 run_NN1 for_IF	A group of friends catching up one evening.	Discussing, explaining, inquiring, complaining, advising, apologizing	Original	Texts within Sample release	S0018 S0073 S0129 S0146 S0162	5	2012-03-24	1:22:45	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Music, mobile phone apps, writing, media, food, films, restaurants, sport, money, weather, cars, buying a house, health and illness	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=20	1420564	1420565
22	S5PF	from India ? yeah well got one I was like where 's mine ? when he was in India they	were sitting	there eating it and they they they just did n't share it with me they just sat there and ate	from_II India_NP1 ?_YQUE yeah_UH well_RR got_VVN one_PN1 I_PPIS1 was_VBDZ like_RR where_RRQ 's_VBZ mine_PPGE ?_YQUE when_CS he_PPHS1 was_VBDZ in_II India_NP1 they_PPHS2	were_VBDR sitting_VVG	there_RL eating_VVG it_PPH1 and_CC they_PPHS2 they_PPHS2 they_PPHS2 just_RR did_VDD n't_XX share_VVI it_PPH1 with_IW me_PPIO1 they_PPHS2 just_RR sat_VVD there_RL and_CC ate_VVD	A group of friends catching up one evening.	Discussing, explaining, inquiring, complaining, advising, apologizing	Original	Texts within Sample release	S0018 S0073 S0129 S0146 S0162	5	2012-03-24	1:22:45	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Music, mobile phone apps, writing, media, food, films, restaurants, sport, money, weather, cars, buying a house, health and illness	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=21	1422244	1422245
23	S5PF	in the car park for a bit did n't we with the doors open mm we were chatting today you	were sitting	in a car park with the doors open listening to loud music we were we were just sat there --UNCLEARWORD	in_II the_AT car_NN1 park_NN1 for_IF a_AT1 bit_NN1 did_VDD n't_XX we_PPIS2 with_IW the_AT doors_NN2 open_VV0 mm_UH we_PPIS2 were_VBDR chatting_VVG today_RT you_PPY	were_VBDR sitting_VVG	in_II a_AT1 car_NN1 park_NN1 with_IW the_AT doors_NN2 open_VV0 listening_VVG to_II loud_JJ music_NN1 we_PPIS2 were_VBDR we_PPIS2 were_VBDR just_RR sat_VVN there_RL --UNCLEARWORD_FU	A group of friends catching up one evening.	Discussing, explaining, inquiring, complaining, advising, apologizing	Original	Texts within Sample release	S0018 S0073 S0129 S0146 S0162	5	2012-03-24	1:22:45	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Music, mobile phone apps, writing, media, food, films, restaurants, sport, money, weather, cars, buying a house, health and illness	T03	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=22	1428755	1428756
24	S6A5	he could hardly this this could be embarrassing and then she sat down and then I like I was I	was sitting	on a bench here if one was behind me she was sitting like here and I my feet were facing	he_PPHS1 could_VM hardly_RR this_DD1 this_DD1 could_VM be_VBI embarrassing_JJ and_CC then_RT she_PPHS1 sat_VVD down_RP and_CC then_RT I_PPIS1 like_VV0 I_PPIS1 was_VBDZ I_PPIS1	was_VBDZ sitting_VVG	on_II a_AT1 bench_NN1 here_RL if_CS one_PN1 was_VBDZ behind_II me_PPIO1 she_PPHS1 was_VBDZ sitting_VVG like_II here_RL and_CC I_PPIS1 my_APPGE feet_NN2 were_VBDR facing_VVG	talking about Liverpool over a cup of tea	Discussing, explaining	Revised	Texts within Sample release	S0012 S0013 S0152	3	2014-10-30	1:21:46	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=23	1753115	1753116
25	S6A5	down and then I like I was I was sitting on a bench here if one was behind me she	was sitting	like here and I my feet were facing out that way she was sit- sitting here with her back to	down_RP and_CC then_RT I_PPIS1 like_VV0 I_PPIS1 was_VBDZ I_PPIS1 was_VBDZ sitting_VVG on_II a_AT1 bench_NN1 here_RL if_CS one_PN1 was_VBDZ behind_II me_PPIO1 she_PPHS1	was_VBDZ sitting_VVG	like_II here_RL and_CC I_PPIS1 my_APPGE feet_NN2 were_VBDR facing_VVG out_RP that_DD1 way_NN1 she_PPHS1 was_VBDZ sit-_FU sitting_VVG here_RL with_IW her_PPHO1 back_RP to_II	talking about Liverpool over a cup of tea	Discussing, explaining	Revised	Texts within Sample release	S0012 S0013 S0152	3	2014-10-30	1:21:46	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=24	1753127	1753128
26	S6A5	and I my feet were facing out that way she was sit- sitting here with her back to me he	was sitting	there and every so often she would fall on my leg at the back oh oh she 'd be like	and_CC I_PPIS1 my_APPGE feet_NN2 were_VBDR facing_VVG out_RP that_DD1 way_NN1 she_PPHS1 was_VBDZ sit-_FU sitting_VVG here_RL with_IW her_PPHO1 back_RP to_II me_PPIO1 he_PPHS1	was_VBDZ sitting_VVG	there_RL and_CC every_RR31 so_RR32 often_RR33 she_PPHS1 would_VM fall_VVI on_II my_APPGE leg_NN1 at_II the_AT back_NN1 oh_UH oh_UH she_PPHS1 'd_VM be_VBI like_JJ	talking about Liverpool over a cup of tea	Discussing, explaining	Revised	Texts within Sample release	S0012 S0013 S0152	3	2014-10-30	1:21:46	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	no info	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=00638j&batch=25	1753151	1753152
