Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
11	SAQD	this little champagne bucket it 's a little a little er dachshund little sausage dog yeah but there it it	's sitting	in this bucket with its paws out ah that 's alright we ai n't got a car it 's run	this_DD1 little_JJ champagne_NN1 bucket_NN1 it_PPH1 's_VBZ a_AT1 little_JJ a_AT1 little_JJ er_UH dachshund_NN1 little_JJ sausage_NN1 dog_NN1 yeah_UH but_CCB there_RL it_PPH1 it_PPH1	's_VBZ sitting_VVG	in_II this_DD1 bucket_NN1 with_IW its_APPGE paws_NN2 out_RP ah_UH that_DD1 's_VBZ alright_JJ we_PPIS2 ai_FU n't_XX got_VVN a_AT1 car_NN1 it_PPH1 's_VHZ run_VVN	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=10	3556089	3556090
12	SAQD	of her from --ANONnameF and I kept reading no yellow fo- folder on the top and I 'm thinking it	's sitting	in a yellow folder why has it got no yellow folder at the moment written on the top ? it	of_II33 her_PPHO1 from_II --ANONnameF_NP1 and_CC I_PPIS1 kept_VVD reading_VVG no_AT yellow_JJ fo-_FU folder_NN1 on_II the_AT top_NN1 and_CC I_PPIS1 'm_VBM thinking_VVG it_PPH1	's_VBZ sitting_VVG	in_II a_AT1 yellow_JJ folder_NN1 why_RRQ has_VHZ it_PPH1 got_VVN no_AT yellow_JJ folder_NN1 at_II the_AT moment_NN1 written_VVN on_II the_AT top_NN1 ?_YQUE it_PPH1	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=11	3562687	3562688
13	SAQD	in a yellow folder why has it got no yellow folder at the moment written on the top ? it	's sitting	in a yellow folder so I so she 's a bit like she says er there has been a change	in_II a_AT1 yellow_JJ folder_NN1 why_RRQ has_VHZ it_PPH1 got_VVN no_AT yellow_JJ folder_NN1 at_II the_AT moment_NN1 written_VVN on_II the_AT top_NN1 ?_YQUE it_PPH1	's_VBZ sitting_VVG	in_II a_AT1 yellow_JJ folder_NN1 so_RR I_PPIS1 so_RR she_PPHS1 's_VBZ a_RR21 bit_RR22 like_II she_PPHS1 says_VVZ er_UH there_EX has_VHZ been_VBN a_AT1 change_NN1	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=12	3562709	3562710
14	SAQD	change and she says that --ANONnameF 's moving quite nicely now and says and said some other things and --ANONnameF	is sitting	there and I went oh and she says but I 'm you know I 'm the form tutor and I	change_NN1 and_CC she_PPHS1 says_VVZ that_CST --ANONnameF_NP1 's_VBZ moving_VVG quite_RG nicely_RR now_RT and_CC says_VVZ and_CC said_VVD some_DD other_JJ things_NN2 and_CC --ANONnameF_NP1	is_VBZ sitting_VVG	there_RL and_CC I_PPIS1 went_VVD oh_UH and_CC she_PPHS1 says_VVZ but_CCB I_PPIS1 'm_VBM you_PPY know_VV0 I_PPIS1 'm_VBM the_AT form_NN1 tutor_NN1 and_CC I_PPIS1	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=13	3562750	3562751
15	SAQD	take one person out oh wow because would n't settle to what they were supposed to be doing and he	was sitting	in there you know and I kn- and I know the senior member of staff and it would be you	take_VVI one_MC1 person_NN1 out_RP oh_UH wow_UH because_CS would_VM n't_XX settle_VVI to_II what_DDQ they_PPHS2 were_VBDR supposed_JJ to_TO be_VBI doing_VDG and_CC he_PPHS1	was_VBDZ sitting_VVG	in_II there_RL you_PPY know_VV0 and_CC I_PPIS1 kn-_FU and_CC I_PPIS1 know_VV0 the_AT senior_JJ member_NN1 of_IO staff_NN and_CC it_PPH1 would_VM be_VBI you_PPY	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=14	3566357	3566358
16	SD65	it was it was lovely mm so I so I put my shorts on so I went into where they	were sitting	and I went right summer 's almost here got ta wear shorts next time you come round you got ta	it_PPH1 was_VBDZ it_PPH1 was_VBDZ lovely_JJ mm_UH so_RR I_PPIS1 so_RR I_PPIS1 put_VV0 my_APPGE shorts_NN2 on_RP so_RR I_PPIS1 went_VVD into_II where_RRQ they_PPHS2	were_VBDR sitting_VVG	and_CC I_PPIS1 went_VVD right_JJ summer_NNT1 's_VBZ almost_RR here_RL got_VVN ta_TO wear_VVI shorts_NN2 next_MD time_NNT1 you_PPY come_VV0 round_RP you_PPY got_VVI ta_AT1	Evening chat	Discussing, explaining, buying/selling	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-03-21	1:08:24	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	School, moving house, good neighbours, politics, leg operations, photos	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=15	4424936	4424937
17	SDY6	little unhappy oh right oh li- oh fuck off well I I got back from --ANONplace and er your mother	was sitting	I thought I 've got ta get some air so I got on my bike and I went out made	little_RR22 unhappy_JJ oh_UH right_RR oh_UH li-_FU oh_UH fuck_VV0 off_RP well_RR I_PPIS1 I_PPIS1 got_VVD back_RP from_II --ANONplace_NP1 and_CC er_UH your_APPGE mother_NN1	was_VBDZ sitting_VVG	I_PPIS1 thought_VVD I_PPIS1 've_VH0 got_VVN ta_TO get_VVI some_DD air_NN1 so_RR I_PPIS1 got_VVD on_II my_APPGE bike_NN1 and_CC I_PPIS1 went_VVD out_RP made_VVD	Catch-up on the way home. 	Discussing, explaining, inquiring, complaining, inviting, anouncing, anecdote telling	Revised	Texts within Sample release	S0439 S0481	2	2015-09-12	0:30:26	car	2015 Q3	2015	Close family, partners, very close friends	Discussing the weekend. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=16	4730994	4730995
18	SF8D	over over twenty-five years yeah right they make their money they you know at the end of the day they	're sitting	on an asset are n't they ? so yeah I was talking about that --UNCLEARWORD them door handles can you	over_RG over_RG twenty-five_MC years_NNT2 yeah_UH right_RR they_PPHS2 make_VV0 their_APPGE money_NN1 they_PPHS2 you_PPY know_VV0 at_II the_AT end_NN1 of_IO the_AT day_NNT1 they_PPHS2	're_VBR sitting_VVG	on_II an_AT1 asset_NN1 are_VBR n't_XX they_PPHS2 ?_YQUE so_RR yeah_UH I_PPIS1 was_VBDZ talking_VVG about_II that_DD1 --UNCLEARWORD_FU them_PPHO2 door_NN1 handles_NN2 can_VM you_PPY	Weekly catch up	Discussing, explaining, complaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-05-12	1:59:00	Speakers' home	2015 Q2	2015	Close family, partners, very close friends	Sawing wood, school, power tools, holidays and nice places, Ofsted, jobs, voting, making the fire up	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=17	5164677	5164678
19	SN3D	new does it matter ? yes I 've got new gloves now excellent you 'll look the part when you	're stood	by the ski lift yes I 'll look good even though I ca n't ski you probably wo n't even	new_JJ does_VDZ it_PPH1 matter_VVI ?_YQUE yes_UH I_PPIS1 've_VH0 got_VVN new_JJ gloves_NN2 now_RT excellent_JJ you_PPY 'll_VM look_VVI the_AT part_NN1 when_CS you_PPY	're_VBR stood_VVN	by_II the_AT ski_NN1 lift_NN1 yes_UH I_PPIS1 'll_VM look_VVI good_JJ even_CS21 though_CS22 I_PPIS1 ca_VM n't_XX ski_VVI you_PPY probably_RR wo_VM n't_XX even_RR	Discussing work and holiday after dinner.	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0517 S0570 S0571 S0572	4	2016-01-15	2:00:02	Family home, Fradley, Staffs)	2016 Q1	2016	Close family, partners, very close friends	Wine / food, work,, skiing, cars, work experience	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=18	7462671	7462672
20	ST6R	do n't suppose you know which team it was do you ? no how do you know ? cos I	was stood	there I doubt I so --ANONnameM I told them well there wo n't be any matches next Sunday will there	do_VD0 n't_XX suppose_VVI you_PPY know_VV0 which_DDQ team_NN1 it_PPH1 was_VBDZ do_VD0 you_PPY ?_YQUE no_UH how_RRQ do_VD0 you_PPY know_VVI ?_YQUE cos_CS I_PPIS1	was_VBDZ stood_VVN	there_RL I_PPIS1 doubt_VV0 I_PPIS1 so_RR --ANONnameM_NP1 I_PPIS1 told_VVD them_PPHO2 well_RR there_EX wo_VM n't_XX be_VBI any_DD matches_NN2 next_MD Sunday_NPD1 will_NN1 there_RL	Family chatting whilst eating dinner in the pub	Discussing, explaining, inquiring, anecdote telling	Revised	Texts not in Sample release	S0517 S0571 S0572	3	2016-03-19	0:50:20	The Hedgehog pub, Lichfield)	2016 Q1	2016	Close family, partners, very close friends	Iserve system, ordering food, family, holidays, money, sport, nails, jobs	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=19	8915509	8915510
21	SVP4	was it was the first game virtually the first game of last season you were running back cos --ANONnameM --ANONnameM	was stood	beside me --ANONnameM had joined the the team oh really ? yeah I mean it 's all gon na be	was_VBDZ it_PPH1 was_VBDZ the_AT first_MD game_NN1 virtually_RR the_AT first_MD game_NN1 of_IO last_MD season_NNT1 you_PPY were_VBDR running_VVG back_RP cos_CS --ANONnameM_NP1 --ANONnameM_NP1	was_VBDZ stood_VVN	beside_II me_PPIO1 --ANONnameM_NP1 had_VHD joined_VVN the_AT the_AT team_NN1 oh_UH really_RR ?_YQUE yeah_UH I_PPIS1 mean_VV0 it_PPH1 's_VBZ all_DB gon_VVGK na_TO be_VBI	Family chatting about teenage boys lives.	Discussing, explaining, anecdote telling, 	Revised	Texts not in Sample release	S0517 S0570 S0571 S0572	4	2016-05-06	0:53:00	Family home, Fradley, Lichfield	2016 Q2	2016	Close family, partners, very close friends	Gap year, tennis, football.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=20	10091720	10091721
22	SWTX	did I have yesterday ? I had year eight yesterday oh I du n no trying to think where they	were sitting	anyway --UNCLEARWORD well I do n't need to work can get benefits oh god mm yeah okay I do n't	did_VDD I_PPIS1 have_VHI yesterday_RT ?_YQUE I_PPIS1 had_VHD year_NNT1 eight_MC yesterday_RT oh_UH I_PPIS1 du_VD0 n_XX no_VVI trying_VVG to_TO think_VVI where_RRQ they_PPHS2	were_VBDR sitting_VVG	anyway_RR --UNCLEARWORD_FU well_RR I_PPIS1 do_VD0 n't_XX need_VVI to_II work_NN1 can_VM get_VVI benefits_NN2 oh_UH god_NN1 mm_UH yeah_UH okay_RR I_PPIS1 do_VD0 n't_XX	A need to talk	Discussing, explaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-03-25	1:42:07	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	School, relationships, sleeplessness, loss of enthusiasm, selling house, loans	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=21	10453442	10453443
23	SWTX	cost millions these academies do n't they ? you know this high school here 's another one this high school	is sitting	on one point three million in the bank really ? and they 're happy to make people redundant what ?	cost_VV0 millions_NNO2 these_DD2 academies_NN2 do_VD0 n't_XX they_PPHS2 ?_YQUE you_PPY know_VV0 this_DD1 high_JJ school_NN1 here_RL 's_VBZ another_DD1 one_PN1 this_DD1 high_JJ school_NN1	is_VBZ sitting_VVG	on_II one_MC1 point_NN1 three_MC million_NNO in_II the_AT bank_NN1 really_RR ?_YQUE and_CC they_PPHS2 're_VBR happy_JJ to_TO make_VVI people_NN redundant_JJ what_DDQ ?_YQUE	A need to talk	Discussing, explaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-03-25	1:42:07	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	School, relationships, sleeplessness, loss of enthusiasm, selling house, loans	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=22	10454622	10454623
24	SWTX	? you 're not supposed to be making a profit in education no mm but sitting on one poin- they	're sitting	on one point three million well how come how do they make ? well they get allocated so much money	?_YQUE you_PPY 're_VBR not_XX supposed_JJ to_TO be_VBI making_VVG a_AT1 profit_NN1 in_II education_NN1 no_UH mm_UH but_CCB sitting_VVG on_II one_PN1 poin-_FU they_PPHS2	're_VBR sitting_VVG	on_II one_MC1 point_NN1 three_MC million_NNO well_RR how_RRQ come_VVN how_RRQ do_VD0 they_PPHS2 make_VVI ?_YQUE well_RR they_PPHS2 get_VV0 allocated_VVN so_RG much_DA1 money_NN1	A need to talk	Discussing, explaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-03-25	1:42:07	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	School, relationships, sleeplessness, loss of enthusiasm, selling house, loans	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=23	10454669	10454670
25	SZJ7	can pick it up and er it 's it is nice it 's a nice little pony little Shetland I	'm sat	that 's three days old so it 's five days old now yeah when that was jumping erm --UNCLEARWORD it	can_VM pick_VVI it_PPH1 up_RP and_CC er_UH it_PPH1 's_VBZ it_PPH1 is_VBZ nice_JJ it_PPH1 's_VBZ a_AT1 nice_JJ little_JJ pony_NN1 little_JJ Shetland_NP1 I_PPIS1	'm_VBM sat_VVN	that_DD1 's_VBZ three_MC days_NNT2 old_JJ so_RR it_PPH1 's_VBZ five_MC days_NNT2 old_JJ now_RT yeah_UH when_CS that_DD1 was_VBDZ jumping_VVG erm_UH --UNCLEARWORD_FU it_PPH1	Chat over a cup of tea	Discussing, explaining, Inquiring, Complaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-05-06	1:31:16	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	managing hostels, photo's, friends in hospital, cars, science, school, engineering, hardworking parents and their shops, abattoirs, food	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062og&batch=24	11251883	11251884
